Epoch,Train Loss
1,0.24056811520346888
2,0.21624501435844987
3,0.2269345577116366
4,0.21932470853681918
5,0.23926771404566588
6,0.2349961675979473
7,0.21536585136696143
8,0.2617151897262644
9,0.24447152901578834
10,0.2303730387378622
11,0.264034711100437
12,0.24163226728086118
13,0.2351285594481009
14,0.2238660956974383
15,0.2704957569086993
16,0.2383264402548472
17,0.2529152554494363
