series,mae,rmse,mape,actual_1,predicted_1,error_1,actual_2,predicted_2,error_2,actual_3,predicted_3,error_3,actual_4,predicted_4,error_4,actual_5,predicted_5,error_5,actual_6,predicted_6,error_6,actual_7,predicted_7,error_7,actual_8,predicted_8,error_8,actual_9,predicted_9,error_9,actual_10,predicted_10,error_10,actual_11,predicted_11,error_11,actual_12,predicted_12,error_12,actual_13,predicted_13,error_13,actual_14,predicted_14,error_14,actual_15,predicted_15,error_15,actual_16,predicted_16,error_16,actual_17,predicted_17,error_17,actual_18,predicted_18,error_18,actual_19,predicted_19,error_19,actual_20,predicted_20,error_20,actual_21,predicted_21,error_21,actual_22,predicted_22,error_22,actual_23,predicted_23,error_23,actual_24,predicted_24,error_24
series_69,1941.6018359375005,2170.333840050474,22.82922316101923,9027.361,8581.6103515625,-445.7506484375008,9372.667,8772.0966796875,-600.5703203124995,9797.645,8830.220703125,-967.4242968750004,9947.672,9082.0322265625,-865.6397734375005,10456.208,9760.1416015625,-696.0663984375005,12096.683,10397.05078125,-1699.632218750001,9390.217,10592.53125,1202.3142499999994,8994.684,10786.3046875,1791.6206875000007,9013.416,11717.5,2704.0840000000007,8208.066,11635.9423828125,3427.8763828124993,8008.692,9735.3125,1726.6205,6949.589,9316.421875,2366.832875,7859.597,9734.1845703125,1874.5875703125002,7734.249,8987.8369140625,1253.5879140625002,7803.717,9478.359375,1674.6423750000004,8053.445,9132.341796875,1078.8967968750003,7891.987,10117.7666015625,2225.7796015625,9435.196,11243.828125,1808.632125,8846.023,11293.873046875,2447.8500468750008,9061.63,11730.943359375,2669.313359375001,9654.353,12457.3134765625,2802.960476562501,8408.84,12872.517578125,4463.677578125,7804.226,10939.0283203125,3134.8023203125003,7525.529,10194.810546875,2669.2815468749995
series_70,66.03651378377278,94.01762663186608,16.903266416438147,335.881,317.25634765625,-18.624652343749972,204.663,313.05523681640625,108.39223681640624,257.602,297.6212463378906,40.01924633789065,257.69,314.6646423339844,56.97464233398438,413.6,341.2582092285156,-72.3417907714844,360.901,357.12982177734375,-3.7711782226562605,379.666,342.48101806640625,-37.18498193359375,400.365,297.1602783203125,-103.20472167968751,362.457,353.62646484375,-8.830535156249994,483.655,315.94671630859375,-167.70828369140622,486.542,327.80853271484375,-158.73346728515622,358.254,327.81146240234375,-30.44253759765627,474.428,361.49530029296875,-112.93269970703125,384.451,360.9813232421875,-23.469676757812522,385.382,346.9124450683594,-38.46955493164063,343.537,316.86395263671875,-26.673047363281228,349.84,334.4205322265625,-15.419467773437475,378.165,320.7998352050781,-57.365164794921895,281.105,357.4109802246094,76.30598022460936,336.897,309.2889709472656,-27.608029052734366,618.126,312.4548034667969,-305.6711965332031,386.418,331.5778503417969,-54.84014965820313,364.438,325.201904296875,-39.23609570312499,321.313,320.656005859375,-0.6569941406249882
series_71,0.26465025707148015,0.3534351272647464,,0.0,0.054212119430303574,0.054212119430303574,0.0,0.0320868045091629,0.0320868045091629,0.0,0.20389403402805328,0.20389403402805328,0.0,0.32955992221832275,0.32955992221832275,0.0,0.015807002782821655,0.015807002782821655,0.0,0.07163326442241669,0.07163326442241669,0.0,0.10431402176618576,0.10431402176618576,0.0,0.030888250097632408,0.030888250097632408,0.0,0.18519268929958344,0.18519268929958344,0.0,0.17000390589237213,0.17000390589237213,0.0,0.4105781316757202,0.4105781316757202,0.0,0.08551256358623505,0.08551256358623505,0.0,0.5899494290351868,0.5899494290351868,0.0,1.0935845375061035,1.0935845375061035,0.0,0.16606543958187103,0.16606543958187103,0.0,0.4562264084815979,0.4562264084815979,0.0,0.18687739968299866,0.18687739968299866,0.0,0.18654797971248627,0.18654797971248627,0.0,0.4197019338607788,0.4197019338607788,0.0,0.18961365520954132,0.18961365520954132,0.0,0.30701160430908203,0.30701160430908203,0.0,0.342242956161499,0.342242956161499,0.0,0.5264348983764648,0.5264348983764648,0.0,0.1936672180891037,0.1936672180891037
series_72,3078.0123821614584,5138.639742816214,27.00972569656777,6270.254,4309.63916015625,-1960.61483984375,5564.495,4441.75537109375,-1122.73962890625,4510.522,4593.96337890625,83.44137890625007,4288.5,4534.25244140625,245.75244140625,4124.797,4349.68994140625,224.89294140625043,3783.695,4772.873046875,989.1780468749998,3871.506,4604.427734375,732.9217343750001,4206.726,4887.96728515625,681.2412851562503,6014.506,5009.3984375,-1005.1075625000003,5848.5,4873.7041015625,-974.7958984375,5293.508,5704.60498046875,411.0969804687502,4866.703,4142.0732421875,-724.6297578125004,5891.0,5386.2919921875,-504.7080078125,5473.551,5125.12841796875,-348.4225820312504,5811.25,4552.66162109375,-1258.58837890625,5690.0,4630.61962890625,-1059.38037109375,6539.0,5699.7099609375,-839.2900390625,8857.53,5003.92626953125,-3853.6037304687507,11009.53,5614.8935546875,-5394.636445312501,11854.03,5570.54736328125,-6283.482636718751,13116.216,5804.0498046875,-7312.1661953125,17258.9,6493.541015625,-10765.358984375001,20099.11,6861.33740234375,-13237.77259765625,20111.65,6253.17529296875,-13858.474707031251
series_73,10900.685770833332,14555.147568906053,4.143860422125065,243701.877,235906.578125,-7795.298875000008,232668.382,229700.921875,-2967.4601250000123,232796.048,230081.078125,-2714.96987500001,220732.74,228542.578125,7809.838125000009,244937.07,238052.65625,-6884.413750000007,250194.519,239286.75,-10907.769,253498.9,242731.234375,-10767.665624999994,254195.734,239882.546875,-14313.187124999997,253765.751,255868.796875,2103.0458750000107,297470.128,275350.46875,-22119.659250000026,262409.565,263224.90625,815.3412499999977,263718.942,241246.59375,-22472.34824999998,264668.616,244925.359375,-19743.25662499998,247655.593,240905.03125,-6750.5617499999935,268182.669,234095.03125,-34087.637749999994,246522.4,234190.6875,-12331.712499999994,244711.12,249901.75,5190.630000000005,257960.855,249453.640625,-8507.21437500001,249515.233,255135.578125,5620.345124999993,239339.5,250556.578125,11217.078125,255403.01,262135.0,6731.989999999991,303140.958,265645.21875,-37495.739249999984,272235.884,273419.4375,1183.55349999998,251010.617,252096.359375,1085.7423750000016
series_74,28.452638402303062,34.51911826611145,23.42343582531685,210.612,144.1181640625,-66.4938359375,91.155,141.8798065185547,50.724806518554686,153.5,142.88140869140625,-10.61859130859375,75.291,144.77430725097656,69.48330725097657,88.0,148.82057189941406,60.82057189941406,117.416,152.94439697265625,35.52839697265625,136.5,150.0729217529297,13.572921752929688,143.009,157.65557861328125,14.646578613281264,152.452,146.780517578125,-5.671482421874998,104.257,152.48477172851562,48.22777172851562,173.37,149.95420837402344,-23.415791625976567,138.784,156.3181915283203,17.53419152832032,171.572,152.9246063232422,-18.647393676757815,121.5,147.61827087402344,26.118270874023438,115.748,142.49200439453125,26.744004394531245,201.871,156.3126983642578,-45.5583016357422,150.724,144.74114990234375,-5.9828500976562395,181.154,139.27342224121094,-41.88057775878906,147.892,147.52586364746094,-0.3661363525390584,117.63,153.56069946289062,35.93069946289063,123.946,143.64138793945312,19.695387939453127,165.294,148.0681610107422,-17.225838989257824,139.696,146.23431396484375,6.538313964843752,163.009,141.5717010498047,-21.4372989501953
series_75,2425.436914999999,2776.787314749216,5.058048334300977,45797.35507,42718.19921875,-3079.155851249998,42674.4058,43958.27734375,1283.8715437499995,48146.68116,44339.08984375,-3807.59131625,48431.38949,45895.08984375,-2536.2996462500014,46854.7192,47980.09765625,1125.3784562500005,51755.92935,47906.390625,-3849.5387249999985,48666.13225,45665.16015625,-3000.9720937500024,46580.87319,44853.65234375,-1727.2208462499984,46992.2808,45354.3359375,-1637.9448625000005,44660.65036,43643.41015625,-1017.2402037499996,41005.50725,42683.9375,1678.4302499999976,39726.36413,41569.8203125,1843.4561824999982,44644.81522,44095.8671875,-548.9480324999968,42087.64493,44647.8125,2560.167569999998,51101.2029,45739.41015625,-5361.792743749997,52765.72645,47721.0703125,-5044.656137500002,51938.99638,49029.46875,-2909.527629999997,52986.47101,48599.9296875,-4386.541322500001,47492.02174,46889.86328125,-602.1584587499965,48902.74275,46959.375,-1943.3677499999976,48330.54167,46496.3671875,-1834.1744824999987,45043.28261,45388.52734375,345.244733749998,46291.14312,43445.0390625,-2846.1040575000006,45596.30072,42355.59765625,-3240.7030637499993
series_76,948.8708329264323,1121.1353559257307,35.56458617171808,2740.8,3436.085205078125,695.2852050781248,3657.16,3586.091552734375,-71.06844726562485,5597.57,3571.765625,-2025.8043749999997,3642.05,3494.099609375,-147.95039062500018,3328.02,3473.5458984375,145.52589843750002,4379.26,3804.837158203125,-574.4228417968752,3216.41,3523.11279296875,306.70279296875015,2587.37,3418.347412109375,830.9774121093751,3001.07,3668.564208984375,667.4942089843748,2159.02,3586.607421875,1427.587421875,3197.56,3415.76611328125,218.20611328125005,2162.29,3490.0380859375,1327.7480859375,2461.24,3879.62646484375,1418.3864648437502,3040.25,3643.21044921875,602.96044921875,2537.18,3789.37158203125,1252.1915820312502,2330.95,3643.0830078125,1312.1330078125002,2572.12,3820.12939453125,1248.00939453125,2840.6,3790.465576171875,949.8655761718751,3085.57,4143.9560546875,1058.3860546874998,3192.34,3720.300537109375,527.9605371093749,2734.48,4275.06982421875,1540.58982421875,2163.45,4025.19677734375,1861.7467773437502,2173.7,4314.20654296875,2140.50654296875,3126.46,3547.8505859375,421.39058593749996
series_77,12850.737307291667,15356.656577692449,5.010072571454549,259969.537,243751.609375,-16217.927625000011,244625.503,239675.890625,-4949.612374999997,255985.885,232087.875,-23898.01000000001,229706.05,235694.03125,5987.981250000012,257313.771,245966.15625,-11347.614750000008,263300.98,240759.3125,-22541.66749999998,249670.218,239070.546875,-10599.671124999993,249317.946,243590.828125,-5727.117874999996,260819.049,247495.3125,-13323.736499999999,246934.984,243056.546875,-3878.4371249999967,230225.076,234953.453125,4728.377124999999,225922.117,236589.140625,10667.023625000002,276705.639,249203.25,-27502.389000000025,238620.653,246884.234375,8263.581375000009,261201.31,236284.1875,-24917.122499999998,242930.455,240213.1875,-2717.267499999987,241865.403,246070.828125,4205.425125000009,276973.111,245384.828125,-31588.282874999975,253275.753,238243.375,-15032.377999999997,247301.475,240992.4375,-6309.037500000006,252731.339,249045.96875,-3685.370250000007,255012.613,232699.96875,-22312.644250000012,250165.361,233285.375,-16879.986000000004,251752.581,240615.546875,-11137.034125000006
series_78,755.4529854329427,905.968915638659,14.63741687275076,4749.201,3893.828125,-855.372875,4745.89,3461.5771484375,-1284.3128515625003,4421.121,3123.092041015625,-1298.028958984375,4430.968,3383.49609375,-1047.4719062499998,4248.062,3509.318359375,-738.7436406249999,3489.559,3590.8173828125,101.2583828124998,4445.837,3800.556396484375,-645.2806035156254,5688.851,3972.125244140625,-1716.7257558593747,5576.338,5426.853515625,-149.48448437499974,6956.112,6198.0322265625,-758.0797734375001,6132.4455,6276.87744140625,144.4319414062502,5308.779,4913.337890625,-395.44110937500045,5064.655,3917.76708984375,-1146.8879101562497,5009.699,3736.7265625,-1272.9724374999996,4914.959,3843.29638671875,-1071.6626132812498,4323.162,3522.3125,-800.8495000000003,4636.021,4300.47607421875,-335.54492578124973,5181.491,4239.76806640625,-941.72293359375,4680.532,4386.3115234375,-294.22047656250015,5163.294,4446.93701171875,-716.3569882812499,5299.9,5232.92041015625,-66.97958984374964,6491.43,6148.3681640625,-343.0618359375003,8362.277,6527.79248046875,-1834.48451953125,7094.168,6922.67236328125,-171.49563671874967
series_79,32.48797575632731,39.37012793198993,96.74107425817073,59.0,78.20096588134766,19.200965881347656,45.0,84.83077239990234,39.830772399902344,60.0,89.55257415771484,29.552574157714844,70.0,81.10413360595703,11.104133605957031,55.0,79.9477767944336,24.947776794433594,60.0,81.15508270263672,21.15508270263672,65.0,86.29175567626953,21.29175567626953,50.0,82.30831146240234,32.308311462402344,70.0,76.33567810058594,6.3356781005859375,45.0,85.75537109375,40.75537109375,25.0,92.07544708251953,67.07544708251953,70.0,86.63286590576172,16.63286590576172,60.0,89.35374450683594,29.353744506835938,45.0,88.77730560302734,43.777305603027344,65.0,78.73278045654297,13.732780456542969,65.0,89.80390167236328,24.80390167236328,65.0,84.81087493896484,19.810874938964844,60.0,96.48954010009766,36.489540100097656,55.0,76.71514129638672,21.71514129638672,60.0,86.41287231445312,26.412872314453125,70.0,84.21070861816406,14.210708618164062,20.0,85.48045349121094,65.48045349121094,45.0,87.06243896484375,42.06243896484375,15.0,126.6709213256836,111.6709213256836
series_80,18142.471744791666,20390.04505599947,22.546330023174292,70347.047,58776.58984375,-11570.457156250006,66699.622,59389.46875,-7310.153250000003,66093.447,59559.00390625,-6534.44309375,65169.161,58627.73046875,-6541.43053125,72563.399,60240.73828125,-12322.660718750005,73935.37,61287.40234375,-12647.967656249995,79534.203,56492.984375,-23041.218624999994,79184.668,61320.57421875,-17864.093781250005,73388.164,60909.32421875,-12478.839781250004,79691.902,57765.78515625,-21926.116843750002,65865.592,58012.12890625,-7853.463093750004,67633.999,57736.50390625,-9897.495093749996,76064.613,60951.44921875,-15113.163781249998,69938.143,55011.359375,-14926.783624999996,73866.805,60016.02734375,-13850.777656249993,72058.61,57706.734375,-14351.875625,71303.633,56631.6796875,-14671.953312500002,83251.898,58291.421875,-24960.476125,83157.138,58886.453125,-24270.684875000006,90438.94,57045.2734375,-33393.6665625,89798.142,56758.1953125,-33039.94668750001,99170.582,58213.30859375,-40957.273406249995,91042.924,59590.26953125,-31452.65446875,87613.898,63172.171875,-24441.726125
series_81,5217.525763020833,5792.795232671108,9.70963964552398,53572.186,56503.76953125,2931.5835312499985,52244.25,57400.2890625,5156.0390625,55583.9,59107.41796875,3523.5179687499985,49991.317,58798.046875,8806.729874999997,51901.35,58964.8671875,7063.5171875000015,56888.37,61893.37890625,5005.008906249997,56387.867,60511.078125,4123.211125000002,54926.789,58047.10546875,3120.316468750003,56558.62,62198.1796875,5639.559687499997,63713.8,60185.3671875,-3528.432812500003,55485.907,62543.29296875,7057.385968750001,56737.2,59017.59375,2280.393750000003,55931.044,61535.33984375,5604.295843749998,54598.3,60130.0078125,5531.707812499997,63979.559,62460.78515625,-1518.773843750001,59333.092,64926.09765625,5593.005656250003,56974.45,60350.82421875,3376.374218750003,59040.7,62445.96875,3405.268750000003,53819.8,60835.04296875,7015.242968749997,54333.8,59752.0625,5418.262499999997,52383.65,58926.71484375,6543.0648437499985,57769.45,58935.58984375,1166.139843750003,51884.393,62674.1875,10789.794500000004,45684.376,56707.3671875,11022.991187500003
series_82,66.58839474487304,96.52052151972462,15.634155082686258,366.992,342.04693603515625,-24.94506396484377,322.185,320.8673095703125,-1.3176904296875023,607.276,352.23492431640625,-255.0410756835937,293.244,318.94677734375,25.702777343749972,365.73,358.1217346191406,-7.608265380859393,423.208,313.189453125,-110.01854687500003,409.682,325.8850402832031,-83.79695971679689,553.668,315.5294189453125,-238.1385810546875,263.694,353.74273681640625,90.04873681640623,354.676,363.27923583984375,8.603235839843762,353.5,363.0125732421875,9.5125732421875,283.43,345.7394104003906,62.30941040039062,414.963,403.2074890136719,-11.755510986328147,467.04,385.2939758300781,-81.7460241699219,382.839,381.4436950683594,-1.3953049316406236,492.803,356.4129333496094,-136.39006665039062,443.635,402.4285888671875,-41.20641113281249,516.616,413.83538818359375,-102.78061181640624,335.997,365.9635925292969,29.96659252929686,378.641,388.2213439941406,9.580343994140605,391.314,391.71197509765625,0.3979750976562286,399.513,420.9153747558594,21.402374755859398,348.61,460.9759216308594,112.36592163085936,349.826,481.91741943359375,132.09141943359373
series_83,773.0870210156249,974.1189221150668,3.8139469411545344,21938.2029,20057.892578125,-1880.3103218750002,18503.95833,19731.931640625,1227.9733106249987,20254.01268,19797.34375,-456.6689299999998,20269.84783,19494.998046875,-774.8497831249988,19337.53804,19983.423828125,645.8857881250005,20977.0308,19992.390625,-984.6401750000005,19482.59964,19580.33203125,97.73239124999964,18829.46739,18878.642578125,49.175188124998385,20391.21014,19594.37890625,-796.8312337499992,19885.60507,19577.07421875,-308.53085125000143,19889.64312,19529.025390625,-360.61772937500064,19125.55254,19202.181640625,76.62910062499941,21933.17029,20080.58203125,-1852.5882587499982,18164.63949,19885.44140625,1720.8019162499986,20518.47826,20082.458984375,-436.01927562499986,21507.57971,19427.5625,-2080.017210000002,20916.0779,20376.83203125,-539.2458687500002,20491.33514,19753.3125,-738.0226399999992,19098.04348,19639.564453125,541.5209731249997,19274.65399,19532.78515625,258.1311662500011,19243.39855,19938.365234375,694.9666843749983,19507.54529,20033.259765625,525.7144756250018,20484.09601,19157.650390625,-1326.4456193750011,19478.54891,19297.779296875,-180.76961312500134
series_84,126.20837981160481,319.2204756464035,46628.54200543353,32.78,21.707319259643555,-11.072680740356446,98.09,43.49492263793945,-54.59507736206055,0.014,104.26445770263672,104.25045770263672,78.942,71.01539611816406,-7.926603881835931,46.956,34.43088150024414,-12.525118499755862,32.409,31.32659149169922,-1.0824085083007802,33.03,43.99863815307617,10.96863815307617,0.0,33.878746032714844,33.878746032714844,67.75,95.33528900146484,27.585289001464844,0.0,49.5908088684082,49.5908088684082,30.04,37.4937744140625,7.453774414062501,63.61,44.6320686340332,-18.977931365966796,33.33,115.9950180053711,82.6650180053711,65.47,99.77682495117188,34.306824951171876,0.0,206.5237579345703,206.5237579345703,33.24,155.42543029785156,122.18543029785155,30.65,27.125795364379883,-3.5242046356201158,0.0,1499.4017333984375,1499.4017333984375,33.14,94.22290802001953,61.08290802001953,0.0,119.94013214111328,119.94013214111328,0.0,93.39299774169922,93.39299774169922,65.559,254.8012237548828,189.24222375488282,0.0,215.11634826660156,215.11634826660156,0.0,61.71200180053711,61.71200180053711
series_85,23978.732796875,31722.315068340376,7.228500344438105,301761.5,305952.03125,4190.53125,243565.615,258512.71875,14947.10375000001,277373.0,258032.640625,-19340.359375,330705.771,321435.75,-9270.021000000008,348510.057,332868.875,-15641.181999999972,331723.083,325084.375,-6638.707999999984,327675.704,333730.03125,6054.327249999973,327136.406,323725.53125,-3410.8747500000172,267110.692,264755.71875,-2354.973249999981,261827.671,256584.0,-5243.671000000002,281746.562,280067.71875,-1678.8432499999763,375332.919,335473.15625,-39859.762749999994,319719.089,295894.96875,-23824.120249999978,231118.999,251285.109375,20166.11037499999,309030.9,267732.28125,-41298.61875000002,359851.154,323022.5625,-36828.59149999998,378263.613,335252.84375,-43010.76925000001,378785.185,327949.0,-50836.185,354362.6,314422.15625,-39940.44374999998,339403.628,348311.1875,8907.559499999974,288427.433,281722.53125,-6704.901750000019,294465.28,247708.828125,-46756.45187500003,352683.636,267830.5625,-84853.0735,365092.154,321359.75,-43732.40399999998
series_86,1499.8923123372397,1725.1213916119216,33.22392030072081,6815.494,5330.9248046875,-1484.5691953124997,4523.289,5254.12939453125,730.8403945312502,3520.902,5012.314453125,1491.412453125,2337.229,4475.70263671875,2138.47363671875,2351.573,4335.72216796875,1984.1491679687501,2405.258,4534.41748046875,2129.15948046875,2974.723,5138.98095703125,2164.25795703125,5508.383,5314.52294921875,-193.8600507812498,5872.087,5026.05712890625,-846.0298710937504,6893.321,5694.74365234375,-1198.57734765625,8425.368,5454.04052734375,-2971.3274726562504,5493.537,5119.9130859375,-373.62391406250026,8138.44,5279.2099609375,-2859.2300390624996,6686.948,4950.046875,-1736.9011250000003,4876.737,5067.515625,190.77862499999992,4259.915,4792.2900390625,532.3750390625,3362.262,5037.38037109375,1675.1183710937498,4439.039,5221.80029296875,782.7612929687502,3823.76,5239.681640625,1415.9216406249998,4808.286,5487.16259765625,678.8765976562499,6309.412,5487.548828125,-821.8631718750003,7273.158,5159.99658203125,-2113.1614179687504,8833.044,6059.603515625,-2773.440484375,8227.238,5516.53125,-2710.7067499999994
series_87,6.407735385621588,8.023719368820151,,0.0,3.3519434928894043,3.3519434928894043,0.0,5.218596458435059,5.218596458435059,0.0,3.215480327606201,3.215480327606201,0.0,4.0129499435424805,4.0129499435424805,0.0,3.005269765853882,3.005269765853882,0.0,0.39012953639030457,0.39012953639030457,0.0,3.868500232696533,3.868500232696533,0.0,3.599893808364868,3.599893808364868,0.0,4.111438274383545,4.111438274383545,0.0,10.348960876464844,10.348960876464844,0.0,1.5901565551757812,1.5901565551757812,0.0,4.608588695526123,4.608588695526123,0.0,6.437678813934326,6.437678813934326,0.0,0.24128316342830658,0.24128316342830658,0.0,2.3660686016082764,2.3660686016082764,0.0,6.055903911590576,6.055903911590576,0.0,19.158735275268555,19.158735275268555,0.0,6.558119297027588,6.558119297027588,0.0,10.186272621154785,10.186272621154785,0.0,14.153470039367676,14.153470039367676,0.0,7.471589088439941,7.471589088439941,0.0,16.405370712280273,16.405370712280273,0.0,11.920641899108887,11.920641899108887,0.0,5.508607864379883,5.508607864379883
series_88,1665.4565782063803,2605.3677538792754,28.67715045691594,3135.157,2325.890380859375,-809.2666191406252,2225.334,2545.298095703125,319.96409570312517,2410.309,2636.30908203125,226.0000820312498,3057.538,2717.63427734375,-339.90372265625,2560.478,2632.751220703125,72.27322070312493,2663.097,2568.35400390625,-94.74299609375021,2692.799,2549.711669921875,-143.08733007812498,2701.546,2708.37060546875,6.824605468750178,2748.797,2168.4228515625,-580.3741484375,3743.499,2288.12548828125,-1455.3735117187498,3183.249,2675.267822265625,-507.9811777343748,2895.987,2802.835205078125,-93.15179492187508,3378.344,2656.48388671875,-721.86011328125,2942.182,2190.15283203125,-752.0291679687498,2885.827,2571.266845703125,-314.5601542968752,3882.29,2402.734130859375,-1479.555869140625,3774.245,2594.07470703125,-1180.17029296875,5402.599,2922.79736328125,-2479.80163671875,5687.109,2788.846923828125,-2898.2620761718754,6051.637,2546.5390625,-3505.0979374999997,6465.526,2906.773681640625,-3558.752318359375,8378.692,3280.883056640625,-5097.808943359374,9879.408,3017.30810546875,-6862.099894531249,9363.044,2891.02783203125,-6472.01616796875
series_89,28602.754572916663,34083.52611051376,8.811196789710616,286755.921,267263.9375,-19491.983499999973,280785.585,267685.71875,-13099.866250000021,281984.817,272403.5,-9581.31699999998,268191.86,267909.5625,-282.29749999998603,298694.487,277667.03125,-21027.455750000023,311611.89,283651.625,-27960.265000000014,311715.049,284555.1875,-27159.8615,319459.542,278548.5625,-40910.979500000016,312818.916,289960.96875,-22857.947250000027,370929.768,317183.28125,-53746.48674999998,314893.533,298443.21875,-16450.314249999996,313005.736,286881.15625,-26124.579749999975,327926.408,271364.90625,-56561.501749999996,300892.033,280415.40625,-20476.626749999996,337724.609,273096.25,-64628.359,302478.14,275919.5,-26558.640000000014,300991.973,294286.90625,-6705.066749999998,323179.413,289947.8125,-33231.6005,301147.519,288941.40625,-12206.112749999971,315455.087,289847.4375,-25607.6495,316486.978,295822.125,-20664.853000000003,371571.711,300431.21875,-71140.49225000001,336930.215,281375.5,-55554.715000000026,301504.701,287067.5625,-14437.138500000001
series_90,151.0469176381429,200.62556546328372,69.24616767743996,326.625,184.35690307617188,-142.26809692382812,136.0,147.1832733154297,11.183273315429688,210.5,166.01527404785156,-44.48472595214844,122.372,172.00355529785156,49.63155529785156,79.0,139.5210418701172,60.52104187011719,145.476,185.9509735107422,40.47497351074219,198.5,305.3034362792969,106.80343627929688,287.5,365.4160461425781,77.91604614257812,215.715,508.9888610839844,293.27386108398434,358.5,699.2293701171875,340.7293701171875,468.125,862.01904296875,393.89404296875,148.878,495.0111083984375,346.1331083984375,274.39,258.9521484375,-15.437851562499986,199.694,210.46177673339844,10.767776733398449,154.535,177.4236297607422,22.88862976074219,186.31,146.11318969726562,-40.19681030273438,161.776,190.8765411376953,29.100541137695302,272.241,238.8678436279297,-33.3731563720703,109.173,411.5164489746094,302.3434489746094,145.33,412.87310791015625,267.5431079101562,297.148,443.1381530761719,145.99015307617185,357.069,650.2418212890625,293.1728212890625,457.392,811.8167114257812,354.42471142578125,297.659,500.23248291015625,202.57348291015626
series_91,2470.631542395834,3011.2933731961316,3.724853681168341,66900.4692,63085.58984375,-3814.879356250007,64094.14674,67081.75,2987.6032600000035,74129.21558,69375.2265625,-4753.989017500004,76587.40399,73635.5,-2951.903990000006,71390.40399,75791.921875,4401.517884999994,78189.77717,75303.4609375,-2886.316232500001,70610.93841,70605.5625,-5.375910000002477,68752.29167,68739.9921875,-12.299482500005979,68340.98551,68561.7578125,220.7723025000014,63567.27899,63957.2578125,389.9788225000011,57285.71558,60821.59765625,3535.8820762500036,55836.51449,60662.6171875,4826.102697499999,69269.87681,65012.07421875,-4257.802591250002,63722.6558,68380.53125,4657.87545,69936.16304,69103.75,-832.4130399999995,74185.94746,73900.921875,-285.0255849999958,73079.52717,76446.3125,3366.785329999999,75609.00725,75044.515625,-564.4916249999951,66763.63225,71133.1171875,4369.484937500005,70225.19746,69267.6875,-957.5099599999958,66065.31341,69298.5390625,3233.2256524999975,61220.73551,64880.89453125,3660.1590212500014,61312.19022,60553.2734375,-758.9167824999968,57361.90399,58926.75,1564.8460100000011
series_92,3179.2445669759113,4192.593413461331,44.80938907182519,2377.098,4100.00634765625,1722.90834765625,2851.381,3265.958984375,414.57798437500014,4410.488,3630.7529296875,-779.7350703125003,5319.92,4225.7802734375,-1094.1397265625,2911.74,5950.20849609375,3038.46849609375,6126.91,4536.869140625,-1590.0408593749999,7843.59,4501.7578125,-3341.8321875,3581.43,4210.66748046875,629.2374804687502,2624.53,5074.3349609375,2449.8049609375,3266.91,4895.876953125,1628.9669531250001,3204.91,4021.45751953125,816.5475195312501,5097.184,4790.15283203125,-307.0311679687502,2743.8,3854.978759765625,1111.1787597656248,3639.998,4242.17529296875,602.17729296875,9614.546,3881.4970703125,-5733.0489296875,6372.808,4256.25927734375,-2116.54872265625,12693.486,5301.49365234375,-7391.992347656251,8190.42,4392.8408203125,-3797.5791796875,8676.112,4632.46435546875,-4043.647644531249,11589.461,4396.25,-7193.210999999999,16572.926,5086.021484375,-11486.904515625,9219.788,4398.74658203125,-4821.0414179687505,10628.311,4840.35498046875,-5787.95601953125,9622.919,5219.6259765625,-4403.2930234375
